FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),MAVI,28743244,68337516,127619480,165079559,50649520,119359964,201631077,265728209,76309148,155092826,249852632,623406098,182593343,371005616,573768213,755878146,193297915,358866777,431483767,668049561,140746599,271503959
3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),MAVI,-29643372,-61894700,-96197312,-125242459,-34664466,-73627809,-116099160,-153058228,-35666864,-77684960,-123598387,-370314236,-104919284,-216014871,-320535287,-441549886,-99685205,-206959476,-249342255,-401037888,-81107585,-168499034
3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),MAVI,-6411119,-11911107,-17981489,-24657687,-6744131,-14100681,-22352751,-33891883,-7592096,-16643035,-29364496,-82072472,-22963904,-49835390,-71345840,-103339126,-21445896,-44525461,-54236803,-88872081,-18372120,-37191184
3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),MAVI,-1292461,-2362777,-3648685,-4791574,-1409973,-2715647,-4399079,-5049217,-1062358,-2133867,-3224068,-10776219,-3893944,-7964927,-11644197,-17508965,-4124492,-8689919,-10847429,-17247575,-4573543,-9412352
3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,MAVI,967016,1463869,3370119,2923069,1242386,1657703,3813563,5351285,1295957,3303443,4888040,11296773,1578198,6793814,14260852,22289620,6709146,7232892,6841574,8201525,5168153,3007359
3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),MAVI,-306475,-287959,-414880,-412804,-171908,-161474,-244818,-802452,-251204,-625126,-712808,-5454345,-1712476,-4347398,-4331736,-6699237,-983514,-1075583,-1829151,-2162732,-147287,-369174
3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,MAVI,-7943168,-6655158,12747233,12898103,8901427,30412057,62348832,78277713,33032582,61309281,97840913,166085599,50681933,99636843,180172005,209070552,73767955,104849230,122069703,166930811,41714217,59039574
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,MAVI,-8603708,-7831069,9791994,10387838,7830949,28915827,58780086,73728880,31987830,58630964,93665681,160243171,50816210,97190427,170242888,193480168,68042322,98691921,117057280,160892018,36693351,56401389
3HA,Yatırım Faaliyetlerinden Gelirler,None,MAVI,0,0,0,0,0,19012,18509,17703,0,593890,692887,1840444,136077,1391913,1764317,1966802,299770,408261,336803,418572,27003,29346
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,MAVI,-62963,-218516,-173584,-200639,-13234,-42460,-41338,-1345,-48452,-12091,-1634,-87210,-58644,-63331,-66940,-144449,0,-202328,-256227,-167263,-139151,-277801
3HAB,Diğer Gelir ve Giderler,None,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,MAVI,-8006131,-6873674,12573648,12697464,8888193,30388609,62326003,78294071,32984131,61891079,98532166,167838832,50759366,100965425,181869382,210892905,74067725,105055163,122150279,167182119,41602069,58791120
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),MAVI,5506903,13012481,20055591,23884159,6069192,10265238,13899609,18277797,3263509,8008282,11910417,35939610,12858416,30833843,42622730,62172265,17094405,39589804,42496344,63515821,12207351,21803998
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),MAVI,-8480726,-17898836,-27959095,-34806181,-8908584,-17803929,-27689025,-36178233,-8072390,-16983744,-26934553,-59196712,-24313296,-44757719,-69999110,-113852068,-26565013,-56352000,-65140861,-104133912,-23206477,-44796111
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,MAVI,-62963,-218516,-173584,-200639,-13234,-23448,-22828,16358,-48452,581799,691253,1753234,77433,1328582,1697377,1822353,299770,205933,80576,251309,-112148,-248455
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,MAVI,-10979953,-11760029,4670144,1775442,6048800,22849918,48536587,60393635,28175249,52915618,83508030,144581730,39304487,87041549,154493002,159213102,64597117,88292967,99505762,126564029,30602942,35799006
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,MAVI,2534552,2756445,-883661,-630946,-1122739,-5333067,-11433657,-12997435,-6569458,-5598462,-10749803,-28589629,-14807744,-28096732,-51279219,-54434609,-21437402,-24164591,-25468154,-34324368,-8265018,-8669070
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),MAVI,1611039,1034400,-2570502,-1360361,-2169855,-6956296,-13721054,-17458874,-6943402,-13791407,-21263764,-40442646,-12473208,-29235423,-46390835,-51352422,-19641302,-23787416,-26577850,-32783993,-10920794,-16581971
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,MAVI,923514,1722045,1686841,729415,1047116,1623229,2287398,4461440,373944,8192945,10513960,11853017,-2334535,1138691,-4888384,-3082187,-1796100,-377175,1109696,-1540375,2655776,7912901
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,MAVI,-8445401,-9003584,3786483,1144496,4926061,17516851,37102931,47396201,21605791,47317156,72758227,115992101,24496743,58944817,103213783,104778493,43159716,64128376,74037608,92239661,22337924,27129936
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,MAVI,-8445401,-9003584,3786483,1144496,4926061,17516851,37102931,47396201,21605791,47317156,72758227,115992101,24496743,58944817,103213783,104778493,43159716,64128376,74037608,92239661,22337924,27129936
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3LB,Azınlık Payları,Minority Interests,MAVI,-253979,-568974,298761,492348,739625,1054902,2167086,2529595,931889,555399,864883,1293589,304546,-1424538,-345827,-1616423,403547,-1445547,-1040768,-1702051,-760763,-2503220
3Z,Ana Ortaklık Payları,Parent Shares,MAVI,-8191422,-8434610,3487722,652148,4186436,16461949,34935844,44866606,20673902,46761756,71893343,114698512,24192197,60369354,103559610,106394916,42756168,65573923,75078377,93941712,23098687,29633156
3ZD,Hisse Başına Kazanç,Earnings per Share,MAVI,-0,-0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B,Amortisman Giderleri,Depreciation & Amortization,MAVI,11763149,23183179,34116659,44349059,11012403,21669411,32089585,40116880,7388127,15143228,22411872,91410474,25144525,48239799,70579002,96022059,20115036,41657831,49716512,80949144,18380256,38373617
4BA,Kıdem Tazminatı,Severance Payments,MAVI,184474,293206,465960,602771,169748,752995,1289615,2195482,341166,1014605,1929916,6447784,1351244,3255170,3919824,4145870,504806,1332936,1926859,2607722,384602,473699
4BB,Finansman Giderleri,Financial Expenses,MAVI,-8480726,-17898836,-27959095,-34806181,-8908584,-17803929,-27689025,-36178233,-8072390,-16983744,-26934553,-59196712,-24313296,-44757719,-69999110,-113852068,-26565013,-56352000,-65140861,-104133912,-23206477,-44796111
4BC,Yurtiçi Satışlar,Domestic Sales,MAVI,49837857,117480380,210372698,275436592,77343673,187196775,322074282,420480639,107909078,224770713,379998695,1052223095,313149645,370070654,1016497457,1372750895,237478353,622071871,752363290,1194655106,244524579,480665150
4BD,Yurtdışı Satışlar,Export Sales,MAVI,13472312,25253213,49767604,66333977,25120239,45572203,71678581,97081664,27157979,52224929,80316703,213977774,52987146,54905891,151334114,195431988,29737224,70387893,86307404,133764353,25135912,48449511
4BE,Net Yabancı Para Pozisyonu,Net Fx Position,MAVI,-3821454,1894574,1433369,-1822258,-1127195,4603901,-342055,-1047826,5292324,4789412,5095855,7436829,10635611,19150027,21794766,21071291,4836271,13477166,4570012,2389659,32681402,39246769
4BEA,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,MAVI,-4020810,-1539949,-412949,-2137162,-1446435,2193456,-1926587,-2607913,4536850,-159472,1787895,4472883,8880687,-1695082,17174999,13568312,2728871,-9036103,-5042999,-1838172,29869789,20507035
4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),MAVI,-22205054,-15644545,-4611788,-17528028,-22659369,-16586666,-6388104,-16104723,-34552977,-30410797,-1686155,-71886141,-35954904,75531109,44893647,51548364,24300121,32941949,24318680,25343603,32681402,39246769
4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,MAVI,-15062090,20262076,45944147,55407402,8411495,60753389,107177730,153500126,12098816,46526914,87426241,173737294,40109200,114596384,154911085,273509427,102312462,144635259,86766109,214358382,48861121,70387166
4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,MAVI,-8445401,-9003584,3786483,1144496,4926061,17516851,37102931,47396201,21605791,47317156,72758227,115992101,22587535,58944817,103213783,104778493,43159716,64128376,74037608,92239661,22337924,27129936
4CAA,Düzeltmeler:,Adjustments:,MAVI,16169097,32091394,54209966,62806856,19569608,39094371,67427948,98282876,22689620,43580907,63677360,116718914,63762487,128223807,175114785,241046710,47743342,107127460,117296809,189550918,47613842,94269320
4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,MAVI,11763149,23183179,34116659,44349059,11012403,21669411,32089585,40116880,7388127,15143228,22411872,91410474,23190752,48239799,70579002,96022059,20115036,41657831,49716512,80949144,18380256,38373617
4CAC,Karşılıklardaki Değişim,Change in Provisions,MAVI,425860,1079924,1546815,791599,821055,1814614,2867484,3778538,1014336,4006761,5919012,15194032,3062027,6284339,9035696,9044073,3333385,4848629,5952571,7713082,2650370,4052879
4CAD,Diğer Gelir/ Gider,Other Income / Expense,MAVI,3980088,7828291,18546492,17666198,7736150,15610346,32470879,54387459,14287157,24430917,35346475,10114408,25311142,56986967,82776244,91257519,7828866,24127750,31485347,47811001,17424213,29467057
4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),MAVI,7723696,23087810,57996449,63951353,24495670,56611222,104530878,145679077,44295411,90898062,136435587,232711015,86350021,187168624,278328568,345825202,90903057,171255836,191334418,281790579,69951766,121399256
4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,MAVI,-21407466,-1083628,-9931277,-4189372,-15752107,5478444,8519653,20746888,-28081280,-32985598,-31189028,-16520242,-46114272,-63619727,-100422886,-25770111,4749677,-1897,-79680979,-26140501,-18078428,-34221868
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),MAVI,-13683770,22004182,48065172,59761981,8743563,62089666,113050531,166425965,16214130,57912465,105246559,216190772,40235750,123548897,177905682,320055091,95652734,171253938,111653439,255650078,51873338,87177388
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,MAVI,-1378320,-1742106,-2121025,-4354579,-332068,-1336277,-5872801,-12925839,-4115314,-11385551,-17820318,-42453478,-126550,-8952513,-22994597,-46545664,6659728,-26618679,-24887330,-41291696,-3012216,-16790221
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),MAVI,-5211385,-9192316,-11926976,-14031358,-4440855,-7724753,-11758312,-18309841,-4331235,-7835174,-11989974,-34201723,-7016203,-13904685,-24061089,-34864040,-9779518,-21428578,-25521437,-48921836,-11753905,-32329900
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,MAVI,949353,2727278,4876842,7731007,2784025,4807707,6926976,6348244,2841257,6162930,8533834,26085207,7917509,22446609,32125613,57053444,14233721,41238565,44223420,64177977,13333656,23274209
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,MAVI,-4262032,-6465037,-7050135,-6300351,-1656830,-2917046,-4831336,-11961597,-1489978,-1672243,-3456140,-8116516,901306,8541924,8064524,22189404,4454203,19809986,18701983,15256141,1579752,-9055691
4CB,Serbest Nakit Akım,Free Cash Flow,MAVI,-19324122,13797038,38894013,49107051,6754665,57836343,102346393,141538528,10608838,44854671,83970101,165620778,41010506,123138308,162975609,295698831,106766665,164445245,105468092,229614522,50440873,61331476
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,MAVI,102120156,70518351,77752982,70742487,-12955252,-35126226,-47627773,-31706261,-390261,7662804,10241544,52016698,-13972174,-54320914,-9216065,-81388553,-17821269,-36865492,-59021902,-85404832,-11816157,-17926475
4CBB,Temettü Ödemeleri,Dividends Paid,MAVI,0,0,0,0,0,-1054142,-3744708,-3400169,0,0,-7567902,-11949195,0,-39924027,-38652587,-39072901,0,-37432346,-29812670,-36007968,0,-25701556
4CBC,Sermaye Artırımı,Rights Issue,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,MAVI,-9931821,-18360404,-28305818,-37454190,-10023221,-20286111,-43485976,-40468583,-7953158,-24001739,-37853211,-102865958,-19714989,-35773288,-46518319,-78402847,-17043469,-33237124,-38019362,-59084722,-13397839,-28064075
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,MAVI,92188334,52157947,49447164,33288297,-22978473,-56466479,-94858457,-75575012,-8343419,-16338935,-35179569,-62798455,-33687163,-130018229,-94386971,-198864301,-34864738,-107534962,-126853934,-180497523,-25213996,-71692106
4CBF,Yab. Para Çev. Fark. Etk. Önc.Nak.Ve Nak. Benz. Net Artış/Azalış,Cash Net Inc. / Dec. before For.Cur. Trans. Dif.,MAVI,72864212,65954986,88341177,82395348,-16223808,1369864,7487936,65963516,2265419,28515735,48790532,102822323,7323342,-6879921,68588638,96834530,71901927,56910284,-21385843,49117000,25226877,-10360631
4CBG,Yab.ı Para Çevrim Fark. Nakit Ve Nakit Benz. Üzerindeki Etkisi,Foreign Curr. Trans.Diff.Cash and Cash Benz. Imp.,MAVI,0,0,0,0,0,0,0,0,0,0,0,-18583377,0,0,0,0,0,0,0,0,0,0
4CBH,Diğer Nakit Girişi/Çıkışı,Other Cash Inflow/Outflow,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBI,Nakit ve Benzerlerindeki Değişim,Change in Cash & Cash Equivalents,MAVI,72864212,65954986,88341177,82395348,-16223808,1369864,7487936,65963516,2265419,28515735,48790532,84238947,7323342,-6879921,68588638,96834530,71901927,56910284,-21385843,49117000,25226877,-10360631
4CBJ,Diğer Nakit ve Nakit Benzerlerindeki Artış,Other Cash & Cash Equivalents Change,MAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBK,Dönem Başı Nakit Değerler,Cash at the beginning of the Quarter,MAVI,50834637,47968188,46156190,44231379,120170481,112787581,109807305,99704254,107755422,99324909,92917556,235563616,312908665,323813199,313542975,316908821,239427067,246235384,196110781,236863577,185990633,188968106
4CBL,Dönem Sonu Nakit,Cash at the End of the Quarter,MAVI,123698849,113923174,134497367,126626727,103946673,114157445,117295241,165667770,110020841,127840644,141708089,319802562,296836902,256058641,283669856,288231817,286982201,260780606,128119269,215470735,197371658,156023165
