rebalance_date,n_universe,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2025-01-02,110,0.05300293974122579,0.05200293974122579,0.11548192944764853,-0.06347898970642274,0.6,0.0,1.0520029397412258,1.1154819294476486,0.9365210102935773
2025-01-03,110,0.06662860696476942,0.06562860696476942,0.11548192944764853,-0.0498533224828791,0.4,0.0,1.1210444271992848,1.2442999349242487,0.8898323263554199
2025-01-06,110,0.04125778625391534,0.04025778625391534,-0.009672291355780906,0.04993007760969624,0.6,1.0,1.1661751941306164,1.232264703419682,0.9342617234699625
2025-01-07,103,0.4003154837965811,0.3993154837965811,-0.05525998601239049,0.45457546980897157,0.8,1.0,1.6318470059664554,1.164169773145148,1.35895418534086
2025-01-08,109,0.07628608878063323,0.07528608878063323,-0.146962216362178,0.22224830514281121,0.8,1.0,1.7547023845340566,0.9930808030618831,1.660979449799596
2025-01-09,110,0.31616186582542116,0.31516186582542116,-0.2013377718872866,0.5164996377127078,0.6,1.0,2.3077176620121254,0.7931361268693662,2.5188747338693402
2025-01-10,110,0.3458150810391131,0.3448150810391131,-0.09190550630914544,0.4367205873482586,0.4,1.0,3.103453514654229,0.7202425495573626,3.618919187101447
2025-01-13,108,-0.039447178168389344,-0.040447178168389344,-0.012262682906395702,-0.028184495261993642,0.6,0.0,2.9779275774096954,0.7114104435564467,3.5169217764190486
2025-01-14,111,-0.024587635494079597,-0.025587635494079598,-0.0122626829063957,-0.013324952587683897,0.6,0.0,2.9017294520311685,0.7026866428708157,3.470058960493672
2025-01-15,111,-0.03523688612474383,-0.03623688612474383,-0.0122626829063957,-0.02397420321834813,0.2,0.0,2.7965798123131,0.6940698193867312,3.386867061795147
2025-01-16,107,0.3613625268546775,0.3603625268546775,-0.012262682906395702,0.3726252097610732,0.4,1.0,3.804362380029028,0.6855586612766924,4.648899111129433
2025-01-17,109,0.3469954319151347,0.3459954319151347,-0.0122626829063957,0.3582581148215304,0.4,1.0,5.120654384868861,0.6771518727997232,6.314404942678152
2025-01-20,110,-0.06902103019824239,-0.07002103019824239,-0.0122626829063957,-0.057758347291846694,0.0,0.0,4.7621008895511965,0.6688481741041082,5.949695349057594
2025-01-21,110,0.31133364071063596,0.31033364071063596,-0.0122626829063957,0.32259632361703167,0.2,1.0,6.239940996036978,0.6606463010325478,7.869045195304926
2025-01-22,111,-0.04459475218439518,-0.04559475218439518,-0.0122626829063957,-0.03333206927799948,0.2,0.0,5.955432432677425,0.6525450049297025,7.606753635703313
2025-01-23,110,0.3340741274644724,0.3330741274644724,-0.0122626829063957,0.3453368103708681,0.6,1.0,7.939032893865078,0.6445430524520971,10.233645673534099
2025-01-24,110,0.2995534865812596,0.2985534865812596,-0.0122626829063957,0.3108161694876553,0.4,1.0,10.309258844411804,0.6366392253803567,13.414428221675882
2025-01-27,111,0.34158689941677595,0.34058689941677595,-0.0122626829063957,0.35284958232317165,0.4,1.0,13.820457349514996,0.628832320433744,18.147703616798385
2025-01-28,110,0.34630752644542595,0.34530752644542595,-0.0122626829063957,0.35757020935182166,0.4,1.0,18.592765291220527,0.621121149086972,24.636781798311794
2025-01-29,105,-0.0009233605412485232,-0.0019233605412485233,-0.012262682906395702,0.010339322365147178,0.2,1.0,18.5570047001067,0.6135045373892624,24.89150942736433
2025-01-30,110,0.0253196361278956,0.0243196361278956,-0.0122626829063957,0.0365823190342913,0.4,1.0,19.008304302036944,0.6059813257856229,25.80209856648124
2025-01-31,109,-0.027244911252954203,-0.028244911252954204,-0.0122626829063957,-0.015982228346558505,0.2,0.0,18.47141643395676,0.5985503689403165,25.389723535371328
2025-02-03,109,-0.03492185558117992,-0.03592185558117992,-0.005046509806913498,-0.03087534577426642,0.4,0.0,17.807888880436334,0.5955297786335275,24.60580704210371
2025-02-04,111,-0.05864501125813322,-0.05964501125813322,-0.0041004650693927,-0.05554454618874052,0.2,0.0,16.745737147679122,0.5930878295784576,23.239088656342343
2025-02-05,111,-0.050345739565833506,-0.051345739565833506,0.0345434673054394,-0.08588920687127291,0.2,0.0,15.885914889256485,0.6135751396287551,21.243101763237906
2025-02-06,111,0.006795127322119239,0.005795127322119239,0.029763999258508488,-0.02396887193638925,0.6,0.0,15.977975788668077,0.6318375896297047,20.73392857754317
2025-02-07,110,0.028347906059180215,0.027347906059180214,0.0038639633644843015,0.023483942694695913,0.6,1.0,16.414939969552428,0.634278986928338,21.220842968094114
2025-02-10,110,0.017662420659276975,0.016662420659276974,-0.020221734371714897,0.03688415503099187,0.6,1.0,16.68845260442189,0.6214527657371126,22.003555830017632
2025-02-11,108,0.0260183174334902,0.0250183174334902,-0.0020067438866043998,0.0270250613200946,0.6,1.0,17.10596960915307,0.6202056691986563,22.598203275583984
2025-02-12,109,0.05575546625596937,0.054755466255969366,-0.0020067438866043998,0.056762210142573766,0.8,1.0,18.04261495086269,0.6189610752635545,23.88092723875728
2025-02-13,106,0.07113399357487238,0.07013399357487238,-0.0020067438866043998,0.07214073746147678,0.8,1.0,19.30801559190039,0.6177189789097233,25.6037149410251
2025-02-14,109,0.11190751928700671,0.1109075192870067,-0.0020067438866043998,0.11291426317361111,1.0,1.0,21.44941970355291,0.6164793751251567,28.494739548098124
2025-02-17,107,0.17255822407964494,0.17155822407964494,-0.0020067438866043998,0.17356496796624934,1.0,1.0,25.12924405543339,0.6152422589079066,33.440428104970394
2025-02-18,111,0.15922062118418798,0.15822062118418798,-0.0020067438866044,0.16022736507079238,1.0,1.0,29.105208659773123,0.6140076252660626,38.79849978706907
2025-02-19,106,0.0316368058848096,0.030636805884809597,-0.0020067438866043998,0.032643549771413996,0.8,1.0,29.996899287719472,0.6127754692177314,40.06502054592445
2025-02-20,110,0.07779394673379154,0.07679394673379154,-0.0020067438866043998,0.07880069062039595,0.8,1.0,32.30047957379951,0.6115457857910176,43.22217183466365
2025-02-21,110,0.03386531255564754,0.03286531255564754,-0.0020067438866043998,0.03487205644225194,0.6,1.0,33.362044930689734,0.6103185700240028,44.72941785043875
2025-02-24,110,0.02106893283531244,0.02006893283531244,-0.0020067438866043998,0.022075676721916838,0.6,1.0,34.03158556965243,0.609093816964726,45.71685001886457
2025-02-25,105,0.058044131342688,0.057044131342688,-0.0020067438866043998,0.0590508752292924,0.6,1.0,35.9728878066876,0.6078715216711635,48.416470025204816
2025-02-26,110,0.0712156340960852,0.0702156340960852,-0.0020067438866043998,0.0722223779826896,0.6,1.0,38.4987469343015,0.606651679211209,51.91322262395272
2025-02-27,109,0.1005373215883909,0.0995373215883909,-0.0020067438866043998,0.10154406547499531,0.8,1.0,42.330809088651144,0.6054342846626536,57.18470230109738
2025-02-28,107,0.053628898224195254,0.05262889822419525,-0.0020067438866043998,0.05463564211079965,0.6,1.0,44.55863293192561,0.6042193331131661,60.309025230232756
2025-03-03,111,0.11137830032592774,0.11037830032592774,-0.010490290150306504,0.12086859047623424,0.6,1.0,49.47693909979847,0.5978808969943843,67.59849210280665
2025-03-04,109,3.338130793703145,3.337130793703145,0.04362491116860967,3.2935058825345354,0.8,1.0,214.58795614791111,0.6239633980151731,290.2345234938647
2025-03-05,109,3.3039570801153557,3.302957080115356,-0.011010874860031203,3.313967954975387,0.8,1.0,923.3627652141375,0.6170930151223882,1252.0624337800834
2025-03-06,106,3.3798220749946473,3.3788220749946474,0.10765753189874759,3.2711645430959,0.6,1.0,4043.2412595477654,0.6835277260824211,5347.76467290385
2025-03-07,109,3.3777271179668644,3.3767271179668645,0.06111421250069671,3.3156129054661676,0.4,1.0,17696.163665145206,0.7253009847843401,23078.88223777991
2025-03-10,110,3.423323371607027,3.422323371607027,-0.002725049085879101,3.425048420692906,0.4,1.0,78258.15816415471,0.7233245039987664,102125.17139764556
2025-03-11,110,3.568720874995082,3.567720874995082,-0.020926929339742894,3.588647804334825,0.4,1.0,357461.4226850763,0.7081875432138796,468616.4435011239
2025-03-12,109,3.6164732000470976,3.6154732000470977,-0.013226477547355802,3.6286996775944536,0.4,1.0,1649853.6164536774,0.698820716574244,2169084.7809491116
2025-03-13,108,3.498465076396839,3.497465076396839,-0.0132264775473558,3.510691553944195,0.2,1.0,7420159.021167439,0.6895777800568477,9784072.401216052
2025-03-14,109,0.5404688100075771,0.5394688100075771,-0.013226477547355802,0.5526952875549329,0.4,1.0,11423103.378383625,0.6804570950317703,15191683.11046444
2025-03-17,109,0.36708446332186645,0.36608446332186645,-0.013226477547355802,0.37931094086922224,0.2,1.0,15604924.048129395,0.6714570445423936,20954054.72448178
2025-03-18,110,-0.0328605668667981,-0.0338605668667981,-0.013226477547355802,-0.0206340893194423,0.2,0.0,15076532.473946404,0.6625760330187398,20521686.88769234
2025-03-19,102,0.03057214490538392,0.02957214490538392,-0.013226477547355802,0.04279862245273972,0.4,1.0,15522377.876936672,0.6538124859946013,21399986.816892024
2025-03-20,111,0.02189515387448946,0.02089515387448946,-0.013226477547355802,0.03412163142184526,0.4,1.0,15846720.351173235,0.6451648498284128,22130189.279490363
2025-03-21,105,0.6151045934739754,0.6141045934739754,-0.0132264775473558,0.6273310710213312,1.0,1.0,25578264.11032625,0.6366315914278141,36013144.622097835
2025-03-24,111,0.6451800235255668,0.6441800235255668,-0.013226477547355802,0.6574065010729226,1.0,1.0,42055270.88665938,0.6282111979778567,59688420.02074432
2025-03-25,110,0.5579271458276112,0.5569271458276112,-0.013226477547355802,0.570153623374967,0.8,1.0,65476992.86857362,0.6199021766728051,93719988.96909861
2025-03-26,110,0.029185451263766336,0.028185451263766335,-0.013226477547355802,0.041411928811122135,0.4,1.0,67322491.45996878,0.6117030544514852,97601114.48046607
2025-03-27,107,0.034543661670211855,0.033543661670211854,-0.0132264775473558,0.046770139217567654,0.4,1.0,69580734.33629769,0.6036123777361336,102165932.19250722
2025-03-28,109,-0.06443717573979106,-0.06543717573979106,-0.013226477547355802,-0.05221069819243526,0.2,0.0,65027567.59542967,0.5956287121747006,96831777.54125541
2025-04-02,110,-0.01296961844035236,-0.013969618440352358,-0.0089006943948772,-0.005068924045475159,0.2,0.0,64119157.28801729,0.5903272030348193,96340944.61571044
2025-04-03,108,-0.005549996663118564,-0.006549996663118564,-0.07939171611263272,0.07284171944951416,0.4,1.0,63699177.0217388,0.5434601133179144,103358584.67490919
2025-04-04,108,0.03239913359115624,0.03139913359115624,0.011378671042012501,0.020020462549143737,0.6,1.0,65699275.99069109,0.5496439671718139,105427871.34852572
2025-04-07,111,0.012760369247487458,0.011760369247487457,-0.07680120672457,0.08856157597205745,0.4,1.0,66471923.7356342,0.5074306472241386,114764729.78653048
2025-04-08,108,-0.04358042511501152,-0.04458042511501152,-0.00032524100542780007,-0.04425518410958372,0.2,0.0,63508577.117287,0.5072656099702505,109685795.54054095
2025-04-09,106,-0.00322610937058366,-0.00422610937058366,-0.009182809381905702,0.004956700011322042,0.4,1.0,63240182.9244192,0.5026074865678976,110229475.12453862
2025-04-10,107,0.07710998639286083,0.07610998639286083,0.013061308919717707,0.06304867747314312,0.6,1.0,68053392.38627878,0.5091721982153238,117179297.7496995
2025-04-11,110,0.02788585493244512,0.02688585493244512,0.005155716000403202,0.021730138932041915,0.8,1.0,69883066.02163704,0.511797345464623,119725620.16975957
2025-04-14,111,0.036096171803719476,0.035096171803719475,0.005155716000403202,0.029940455803316272,0.4,1.0,72335694.11290309,0.5144360272275988,123310259.80897689
2025-04-15,109,0.07697399781957338,0.07597399781957338,0.005155716000403202,0.07081828181917019,0.6,1.0,77831325.97971413,0.51708831328436,132042880.53932412
2025-04-16,110,0.12205814296045374,0.12105814296045374,0.005155716000403202,0.11590242696005054,1.0,1.0,87253441.76696804,0.5197542737747817,147346970.85662782
2025-04-17,111,0.10880040990807967,0.10780040990807967,0.005155716000403202,0.10264469390767647,1.0,1.0,96659398.55533795,0.5224339792003603,162471355.5784297
2025-04-18,111,0.12373260643605119,0.12273260643605119,0.005155716000403202,0.117576890435648,1.0,1.0,108522658.47657566,0.5251275004260779,181574232.35220593
2025-04-21,110,0.111380418148297,0.110380418148297,0.005155716000403202,0.1052247021478938,1.0,1.0,120501434.8977849,0.5278349086822763,200680326.86919928
2025-04-22,111,0.061222396788763164,0.06022239678876316,0.005155716000403202,0.05506668078835996,0.8,1.0,127758320.12381463,0.530556275566541,211731126.3694092
2025-04-24,109,0.07005610876798908,0.06905610876798908,0.005155716000403202,0.06390039276758588,0.6,1.0,136580812.57430035,0.5332916730455937,225260828.5055378
2025-04-25,108,0.048989868947347796,0.047989868947347795,0.005155716000403202,0.04283415294694459,0.4,1.0,143135307.87046328,0.5360411734571966,234909685.28669944
2025-04-28,106,0.05312822139233046,0.05212822139233046,0.005155716000403201,0.04697250539192726,0.4,1.0,150596696.88819417,0.5388048495120648,245943981.74544486
2025-04-29,110,0.03642419735255008,0.03542419735255008,0.005155716000403202,0.030268481352146874,0.6,1.0,155931463.99940372,0.5415827742957889,253388332.5705796
2025-04-30,109,0.03640890146268792,0.03540890146268792,0.005155716000403202,0.03025318546228472,0.6,1.0,161452825.84309128,0.5443750212707685,261054136.7898164
2025-05-02,108,-0.016362346943777462,-0.017362346943777463,0.012586665788734503,-0.029949012732511965,0.2,0.0,158649625.86575025,0.5512268877272389,253235823.12322327
2025-05-05,110,0.03391759751651596,0.03291759751651596,0.14781188715336271,-0.11489428963684675,0.8,0.0,163871990.39614484,0.6327047742518769,224140473.11487836
2025-05-06,110,0.01390206808602032,0.012902068086020319,0.1025155588537889,-0.08961349076776857,0.6,0.0,165986277.97362757,0.6975668577737684,204054462.89671493
2025-05-07,109,0.010300586567479623,0.009300586567479622,-0.03709247609249279,0.04639306265997241,0.6,1.0,167530047.72093502,0.6716923757788795,213521174.37992924
2025-05-08,110,0.045092859762825656,0.044092859762825655,-0.010607412377557,0.05470027214038266,0.8,1.0,174916926.62115368,0.664567457758132,225200840.72624546
2025-05-09,111,0.042875022066670265,0.041875022066670264,0.032040665492954486,0.009834356573715779,0.8,1.0,182241576.78324866,0.6858606413696635,227415546.09464794
2025-05-12,110,-0.048045156335914226,-0.049045156335914226,0.0093798112552265,-0.05842496759114073,0.2,0.0,173303510.1590107,0.6922938847330996,214128800.1843466
2025-05-13,109,-0.07140947394376018,-0.07240947394376018,0.009379811255226498,-0.08178928519898668,0.0,0.0,160754694.15578964,0.6987874707050437,196615358.67675224
2025-05-14,110,-0.09160092737371853,-0.09260092737371853,0.0093798112552265,-0.10198073862894502,0.2,0.0,145868660.39728504,0.7053419652877742,176564379.17310208
2025-05-15,107,-0.055695004672005555,-0.056695004672005556,0.009379811255226496,-0.06607481592723205,0.2,0.0,137598636.01456177,0.711957939792564,164897920.31993335
2025-05-16,110,-0.13768525539204962,-0.13868525539204962,0.0093798112552265,-0.14806506664727612,0.0,0.0,118515734.03728458,0.7186359708894783,140482298.7577652
2025-05-20,108,-0.10787151647033362,-0.10887151647033362,0.009379811255226498,-0.11825132772556012,0.0,0.0,105612746.34705067,0.7253766406576381,123870080.40772066
2025-05-21,108,-0.11677955836696848,-0.11777955836696848,0.009379811255226498,-0.12715936962219498,0.0,0.0,93173723.72437237,0.7321805366359571,108118839.0680243
2025-05-22,111,-0.13828962856936133,-0.13928962856936133,0.0093798112552265,-0.14866943982458783,0.0,0.0,80195590.35438025,0.7390482518743529,92044871.82929637
2025-05-23,109,-0.07437510750641343,-0.07537510750641344,0.009379811255226498,-0.08475491876163993,0.0,0.0,74150839.10987855,0.7459803849854394,84243616.1949788
2025-05-26,110,-0.07337106289148515,-0.07437106289148515,0.0093798112552265,-0.08375087414671165,0.0,0.0,68636162.39098139,0.752977540196704,77188139.69736925
2025-05-27,110,-0.0571426890002642,-0.0581426890002642,0.0093798112552265,-0.0675225002554907,0.0,0.0,64645471.34691093,0.760040327403174,71976203.51493278
2025-05-28,111,-0.02721872820524976,-0.02821872820524976,0.0093798112552265,-0.03759853946047626,0.2,0.0,62821258.36127219,0.7671693622205763,69270003.38686131
