symbol,date,score,rank,percentile,bucket,signal
ENKAI,2025-11-17,0.8585354959850299,1,1.0,9,BUY
KARTN,2025-11-17,0.8300976183571067,2,0.990990990990991,9,BUY
IPEKE,2025-11-17,0.8285399235976092,3,0.9819819819819819,9,BUY
KOZAA,2025-11-17,0.8271896981486766,4,0.972972972972973,9,BUY
THYAO,2025-11-17,0.8248061488074517,5,0.963963963963964,9,BUY
KOZAL,2025-11-17,0.7845344694234931,6,0.954954954954955,9,BUY
ORGE,2025-11-17,0.7807307670770782,7,0.9459459459459459,9,BUY
KRDMD,2025-11-17,0.7797428919169568,8,0.9369369369369369,9,BUY
EKGYO,2025-11-17,0.7794871666372203,9,0.9279279279279279,9,BUY
HLGYO,2025-11-17,0.7737885978137528,10,0.918918918918919,9,BUY
CEMTS,2025-11-17,0.7703237523244305,11,0.9099099099099099,9,BUY
KRDMB,2025-11-17,0.7593538600990961,12,0.9009009009009009,9,BUY
BERA,2025-11-17,0.7446644429526437,13,0.8918918918918919,8,BUY
TEZOL,2025-11-17,0.7405905429074559,14,0.8828828828828829,8,BUY
TRGYO,2025-11-17,0.738448330946148,15,0.8738738738738738,8,BUY
PETUN,2025-11-17,0.7256631638102856,16,0.8648648648648649,8,HOLD
ASTOR,2025-11-17,0.7093359597175106,17,0.8558558558558559,8,HOLD
GWIND,2025-11-17,0.7079143393655075,18,0.8468468468468469,8,HOLD
HUNER,2025-11-17,0.707475057463332,19,0.8378378378378378,8,HOLD
KRDMA,2025-11-17,0.7020776520474044,20,0.8288288288288288,8,HOLD
SNGYO,2025-11-17,0.6761335597162225,21,0.8198198198198198,8,HOLD
JANTS,2025-11-17,0.6493560782647848,22,0.8108108108108109,8,HOLD
BIOEN,2025-11-17,0.6463070498532238,23,0.8018018018018018,8,HOLD
HEKTS,2025-11-17,0.6396458675893112,24,0.7927927927927928,7,HOLD
ASELS,2025-11-17,0.6369877741460517,25,0.7837837837837838,7,HOLD
AKFGY,2025-11-17,0.6254252540160062,26,0.7747747747747747,7,HOLD
PGSUS,2025-11-17,0.6102010891520153,27,0.7657657657657657,7,HOLD
EREGL,2025-11-17,0.6080073949501568,28,0.7567567567567568,7,HOLD
OZKGY,2025-11-17,0.6072281170325217,29,0.7477477477477478,7,HOLD
KFEIN,2025-11-17,0.5933723562838844,30,0.7387387387387387,7,HOLD
GSDHO,2025-11-17,0.591285918497657,31,0.7297297297297297,7,HOLD
TKFEN,2025-11-17,0.5911498086301981,32,0.7207207207207207,7,HOLD
BUCIM,2025-11-17,0.5907247596291029,33,0.7117117117117117,7,HOLD
OYAKC,2025-11-17,0.5853619054775097,34,0.7027027027027027,7,HOLD
CLEBI,2025-11-17,0.56994063252137,35,0.6936936936936937,6,HOLD
CIMSA,2025-11-17,0.5692133639743373,36,0.6846846846846847,6,HOLD
NUHCM,2025-11-17,0.5681775774164181,37,0.6756756756756757,6,HOLD
TUKAS,2025-11-17,0.56542664394856,38,0.6666666666666666,6,HOLD
ISDMR,2025-11-17,0.5643239271849241,39,0.6576576576576577,6,HOLD
VBTYZ,2025-11-17,0.5583248711155121,40,0.6486486486486487,6,HOLD
TATGD,2025-11-17,0.5537670617926044,41,0.6396396396396397,6,HOLD
AKCNS,2025-11-17,0.5504097278189471,42,0.6306306306306306,6,HOLD
BAGFS,2025-11-17,0.546742894551948,43,0.6216216216216216,6,HOLD
INDES,2025-11-17,0.5366538165019527,44,0.6126126126126126,6,HOLD
ISGYO,2025-11-17,0.5188833693143026,45,0.6036036036036037,6,HOLD
TUREX,2025-11-17,0.5031175187159781,46,0.5945945945945946,5,HOLD
TOASO,2025-11-17,0.48390345083279923,47,0.5855855855855856,5,HOLD
TTKOM,2025-11-17,0.48385067257622777,48,0.5765765765765766,5,HOLD
DOHOL,2025-11-17,0.47039776729203964,49,0.5675675675675675,5,HOLD
ODAS,2025-11-17,0.46542506265034167,50,0.5585585585585585,5,HOLD
MAVI,2025-11-17,0.4499103071775986,51,0.5495495495495496,5,HOLD
SMART,2025-11-17,0.4460738352364819,52,0.5405405405405406,5,HOLD
KMPUR,2025-11-17,0.44364122472217815,53,0.5315315315315315,5,HOLD
TAVHL,2025-11-17,0.4313093216451935,54,0.5225225225225225,5,HOLD
GSDDE,2025-11-17,0.4281885569079073,55,0.5135135135135135,5,HOLD
ALFAS,2025-11-17,0.4224759331902921,56,0.5045045045045045,5,HOLD
KUTPO,2025-11-17,0.42246323931418467,57,0.4954954954954955,4,HOLD
KARSN,2025-11-17,0.41873131632041466,58,0.4864864864864865,4,HOLD
TCELL,2025-11-17,0.41670886665573037,59,0.4774774774774775,4,HOLD
ULKER,2025-11-17,0.39246052074141113,60,0.46846846846846846,4,HOLD
SAHOL,2025-11-17,0.3814109537025698,61,0.4594594594594595,4,HOLD
CANTE,2025-11-17,0.3809395807468074,62,0.45045045045045046,4,HOLD
PRKME,2025-11-17,0.37782076714542784,63,0.44144144144144143,4,HOLD
AKSEN,2025-11-17,0.3582590869127182,64,0.43243243243243246,4,HOLD
FROTO,2025-11-17,0.34921267140886675,65,0.42342342342342343,4,HOLD
KORDS,2025-11-17,0.34274936942899736,66,0.4144144144144144,4,HOLD
BMSCH,2025-11-17,0.340677562490235,67,0.40540540540540543,4,HOLD
QUAGR,2025-11-17,0.3302781965682927,68,0.3963963963963964,3,HOLD
GUBRF,2025-11-17,0.3217339799866971,69,0.38738738738738737,3,HOLD
CCOLA,2025-11-17,0.3139539765457551,70,0.3783783783783784,3,HOLD
SMRTG,2025-11-17,0.31382484960182233,71,0.36936936936936937,3,HOLD
BIZIM,2025-11-17,0.30540487326243915,72,0.36036036036036034,3,HOLD
ZOREN,2025-11-17,0.29902512480357635,73,0.35135135135135137,3,HOLD
LOGO,2025-11-17,0.290346039063406,74,0.34234234234234234,3,HOLD
EUPWR,2025-11-17,0.287672799169428,75,0.3333333333333333,3,HOLD
KIMMR,2025-11-17,0.28571125556184374,76,0.32432432432432434,3,HOLD
PENTA,2025-11-17,0.27922019464957015,77,0.3153153153153153,3,HOLD
SASA,2025-11-17,0.27897470387460793,78,0.3063063063063063,3,HOLD
OTKAR,2025-11-17,0.26939268572641284,79,0.2972972972972973,2,HOLD
SDTTR,2025-11-17,0.2678040479457858,80,0.2882882882882883,2,HOLD
SISE,2025-11-17,0.2645314666680425,81,0.27927927927927926,2,HOLD
TLMAN,2025-11-17,0.25905462757536135,82,0.2702702702702703,2,HOLD
ARDYZ,2025-11-17,0.25806243097517584,83,0.26126126126126126,2,HOLD
VESTL,2025-11-17,0.25557990562360305,84,0.25225225225225223,2,HOLD
NTHOL,2025-11-17,0.2533306979701484,85,0.24324324324324326,2,HOLD
ALARK,2025-11-17,0.24866245160673336,86,0.23423423423423423,2,HOLD
SOKM,2025-11-17,0.24707335291727864,87,0.22522522522522523,2,HOLD
TTRAK,2025-11-17,0.24377914353673935,88,0.21621621621621623,2,HOLD
PARSN,2025-11-17,0.24031623004047528,89,0.2072072072072072,2,HOLD
VESBE,2025-11-17,0.2318955190367453,90,0.1981981981981982,1,HOLD
ALKA,2025-11-17,0.22801738524421133,91,0.1891891891891892,1,HOLD
TUPRS,2025-11-17,0.22535318885230982,92,0.18018018018018017,1,HOLD
MIATK,2025-11-17,0.2233554942010178,93,0.17117117117117117,1,HOLD
MGROS,2025-11-17,0.22130407299654653,94,0.16216216216216217,1,HOLD
GOODY,2025-11-17,0.21937783739241795,95,0.15315315315315314,1,HOLD
DOAS,2025-11-17,0.21494915045619997,96,0.14414414414414414,1,HOLD
AKENR,2025-11-17,0.21400753725531696,97,0.13513513513513514,1,SELL
AEFES,2025-11-17,0.2055869643553621,98,0.12612612612612611,1,SELL
PAPIL,2025-11-17,0.20248900783289026,99,0.11711711711711711,1,SELL
AYDEM,2025-11-17,0.20159321608641484,100,0.10810810810810811,1,SELL
BRISA,2025-11-17,0.16925574964082438,101,0.0990990990990991,0,SELL
TMSN,2025-11-17,0.16350799237774524,102,0.09009009009009009,0,SELL
BIMAS,2025-11-17,0.1538618798856652,103,0.08108108108108109,0,SELL
ARCLK,2025-11-17,0.1399342848715582,104,0.07207207207207207,0,SELL
TEKTU,2025-11-17,0.1274749792380229,105,0.06306306306306306,0,SELL
KCHOL,2025-11-17,0.12024464120710288,106,0.05405405405405406,0,SELL
FONET,2025-11-17,0.11957931816433237,107,0.04504504504504504,0,SELL
PETKM,2025-11-17,0.11493115161894375,108,0.036036036036036036,0,SELL
MAGEN,2025-11-17,0.09746445092912932,109,0.02702702702702703,0,SELL
SARKY,2025-11-17,0.09588674146025887,110,0.018018018018018018,0,SELL
AGHOL,2025-11-17,0.0856589016185455,111,0.009009009009009009,0,SELL
